ip,nb_www,nb_com,nb_dslash,http_in_path,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,domain_length,has_special_characters,digits_in_domain,has_https,digits_count,status
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,350,0.894285714,0.105714286,0,1,0,0.297297297,0,0.054054054,0,1,72.4137931,0,83.33333333,16.66666667,0,0,0,88.20754717,0,0,0,0,0,0,330,7400,13297,0,0,4,25,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,2,3,2,10,10,4,4.75,6.5,3.0,0,0,0,0,0,0,129,0.96124031,0.03875969,0,1,0,0.0,0,0.0,0,1,66.66666667,0,97.36842105,2.631578947,0,0,0,95.83333333,0,0,0,0,1,0,135,7169,3198502,0,0,2,27,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,17,0.294117647,0.705882353,0,2,0,0.0,0,0.083333333,0,1,0.0,0,0.0,0.0,0,0,0,50.0,0,0,0,1,1,0,351,8414,1217435,0,0,3,29,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,10,3,1,1,2,7,7,7,4.3,4.833333333,3.5,2,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,228,5615,0,0,1,5,46,0,0,0,0,0
0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,8,2,3,4,3,15,10,15,7.0,7.0,7.0,0,0,0,0,0,0,14,0.071428571,0.928571429,0,1,0,0.153846154,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,516,7802,0,0,1,5,26,0,2,0,2,0
0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,21,21,0,14.5,14.5,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.230769231,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,42,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,10,2,1,1,2,12,12,4,4.9,5.714285714,3.0,1,0,1,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,263,467,0,0,1,0,81,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,2,2,0,8,8,0,5.5,5.5,0.0,0,1,0,0,0,0,125,0.584,0.416,0,3,0,0.153846154,0,0.019230769,0,1,35.71428571,0,0.0,100.0,0,0,0,76.05633803,0,0,0,1,0,0,371,7298,1236528,0,0,5,37,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,4,2,4,4,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,60,0.95,0.05,0,0,0,0.0,0,0.0,0,1,95.65217391,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,0,-1,0,0,1,0,44,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,3,2,3,2,8,8,2,4.75,5.666666667,2.0,0,0,0,0,0,0,20,0.7,0.3,0,1,0,0.0,0,0.0,0,1,83.33333333,0,50.0,50.0,0,0,0,88.88888889,0,0,0,0,0,0,337,6392,0,0,0,2,30,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,14,5,2,3,2,11,9,11,5.428571429,6.0,5.333333333,3,0,0,0,0,2,21,0.761904762,0.238095238,0,0,0,0.0,0,0.0,0,1,81.81818182,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,202,8756,0,0,1,2,27,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,9,9,0,11,11,0,10.0,10.0,0.0,1,0,0,0,0,2,47,0.0,1.0,0,1,0,0.0,0,0.319148936,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,242,1950,341948,0,1,1,33,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,3,2,3,2,6,5,6,4.0,4.0,4.0,0,0,0,0,0,0,6,0.5,0.5,0,1,0,0.0,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,-1,0,0,1,1,30,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,3,3,4,32,11,32,10.66666667,7.0,12.5,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,196,535,7375648,0,1,1,27,0,0,0,24,0
1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,14,4003,5828815,0,1,0,59,0,0,1,15,0
0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,10,3,2,3,2,7,7,7,4.1,5.0,3.875,3,0,0,0,0,0,33,0.242424242,0.757575758,0,5,0,0.0,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,70.0,0,0,0,1,0,0,266,2290,10725245,0,1,2,22,0,2,0,2,0
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,4,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,79,0.379746835,0.620253165,0,0,0,0.020408163,0,0.0,0,1,66.66666667,0,0.0,100.0,0,0,0,32.25806452,0,0,0,1,0,1,0,-1,0,0,0,2,36,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,3,1,5,5,0,12,12,0,7.666666667,7.666666667,0.0,0,0,0,0,0,0,11,0.909090909,0.090909091,0,0,0,0.0,0,1.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,2032,8195,8063233,0,1,4,40,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,1,8,10,8,11,11,8,9.666666667,10.5,8.0,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,122,1338,22211,0,1,6,34,0,8,1,8,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,4,16,16,4,7.666666667,9.5,4.0,0,0,0,0,0,0,74,0.310810811,0.689189189,0,10,0,0.0,0,0.0,0,1,8.0,0,14.28571429,85.71428571,0,0,0,0.0,0,0,0,1,0,0,11,4737,0,0,0,0,32,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,11,11,0,9.5,9.5,0.0,0,1,0,0,0,0,102,0.362745098,0.637254902,0,6,0,0.123076923,0,0.0,0,1,48.27586207,0,0.0,100.0,0,0,0,10.0,0,0,0,1,0,0,370,7299,2384422,0,0,5,32,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,9,9,0,18,18,0,13.5,13.5,0.0,0,1,0,0,0,0,152,0.453947368,0.546052632,0,9,0,0.108433735,0,0.024096386,0,1,63.46153846,0,0.0,100.0,0,0,0,39.13043478,0,0,0,1,0,0,587,7447,0,0,0,8,41,0,0,1,0,1
0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,21,3,2,4,2,14,6,14,6.476190476,5.0,6.631578947,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,723,0,0,1,0,25,0,0,0,8,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,271,0.948339483,0.051660517,0,0,0,0.285714286,0,0.214285714,0,0,95.83333333,0,75.0,25.0,0,0,0,20.0,0,0,0,1,1,0,1840,8386,453826,0,0,4,30,0,0,1,0,1
1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,9,0,3,3,3,6,3,6,3.333333333,3.0,3.6,0,0,0,0,0,2,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,0,1,1,0,23,0,12,0,13,0
0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7,3,1,3,1,10,7,10,5.142857143,5.0,5.2,0,1,0,0,0,0,289,0.78200692,0.21799308,0,1,0,0.079365079,0,0.031746032,0,1,79.31034483,0,48.05194805,51.94805195,0,0,0,73.68421053,0,0,0,0,0,0,59,9285,121,0,0,7,24,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,23,0.52173913,0.47826087,0,1,0,0.0,0,0.0,1,1,50.0,0,0.0,100.0,0,0,0,75.0,0,0,0,1,1,0,89,3198,3786388,0,0,1,26,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,13,13,0,19,19,0,16.0,16.0,0.0,0,0,0,0,1,0,21,0.666666667,0.333333333,0,0,0,0.0,0,0.0,0,0,33.33333333,0,88.88888889,11.11111111,0,0,0,0.0,0,0,0,1,1,0,48,317,0,0,1,0,46,0,3,0,3,0
0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,3,0,8,8,0,12,12,0,9.333333333,9.333333333,0.0,0,1,0,0,0,0,115,0.652173913,0.347826087,0,4,0,0.2,0,0.0,0,1,22.22222222,0,0.0,100.0,0,0,0,80.0,0,0,0,1,0,0,373,7296,603548,0,0,5,42,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,4,3,3,8,14,14,11,9.0,8.5,9.5,0,0,0,0,0,0,184,0.994565217,0.005434783,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,91.66666667,0,0,0,1,0,0,449,7586,988,0,0,5,30,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,4,2,3,2,12,12,8,5.666666667,7.5,4.75,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,307,3710,0,0,1,3,28,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,0,0,498,0.977911647,0.022088353,0,0,0,0.090909091,0,0.0,0,0,100.0,0,96.2962963,3.703703704,0,0,0,60.86956522,0,0,0,0,1,1,0,-1,407033,0,0,3,19,0,0,1,0,1
1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,17,14,1,3,1,18,7,18,8.0,5.0,8.4,1,0,0,0,1,0,31,0.483870968,0.516129032,0,0,0,0.4375,0,0.625,0,1,66.66666667,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,-1,0,0,1,0,22,0,0,0,65,0
0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,1,3,10,3,20,11,20,9.8,10.5,9.333333333,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,122,1338,22211,0,1,6,34,0,8,1,8,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5,1,2,11,2,11,11,8,6.4,11.0,5.25,3,0,0,0,0,0,5,0.8,0.2,0,0,0,0.0,0,0.0,0,0,66.66666667,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,636,460,0,0,1,0,23,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,4,7,4,9,9,8,6.666666667,8.0,6.0,0,0,0,0,0,0,628,0.807324841,0.192675159,0,0,0,0.066115702,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,4.724409449,0,0,0,0,1,0,600,6340,293,0,0,5,30,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,20,20,0,11.5,11.5,0.0,0,0,0,0,0,0,172,0.906976744,0.093023256,0,1,0,0.125,0,0.0,0,1,88.88888889,0,93.87755102,6.12244898,0,0,0,0.0,0,0,0,0,1,0,0,-1,0,0,0,2,36,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,5,0,7,7,0,6.0,6.0,0.0,1,0,0,0,0,0,48,0.8125,0.1875,0,1,0,0.222222222,0,0.0,0,1,64.70588235,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,0,1230,123186,0,1,2,27,0,1,1,1,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,7,8,8,7,6.0,5.5,7.0,0,1,0,0,0,0,147,0.421768707,0.578231293,0,8,0,0.0,0,0.0,0,1,28.57142857,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,0,2807,8517,8,0,0,10,25,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,4,3,3,4,18,18,8,7.333333333,10.5,5.75,0,0,0,0,0,0,62,0.693548387,0.306451613,0,0,0,0.0,0,0.157894737,0,0,57.89473684,0,66.66666667,33.33333333,0,0,0,50.0,0,0,0,1,1,0,255,8145,89705,0,0,5,34,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12,1,1,3,1,10,3,10,4.5,3.0,4.636363636,0,0,0,0,0,0,130,0.2,0.8,0,1,0,0.028846154,0,0.057692308,0,1,29.16666667,0,5.882352941,94.11764706,0,0,0,20.0,0,0,0,0,0,0,270,6304,8338,0,0,6,15,0,0,0,9,1
0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,3,3,3,8,6,8,4.75,4.0,5.2,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,0,11785,86259,0,0,5,26,0,0,0,3,1
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,230,4884,14684,0,0,4,30,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,8,0,2,11,2,11,11,7,5.375,11.0,4.571428571,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,1,0,-1,0,0,1,0,26,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,14,0,14,14,0,14.0,14.0,0.0,0,0,0,0,0,0,47,0.042553191,0.957446809,0,6,0,0.0,0,0.066666667,0,1,0.0,0,0.0,100.0,0,0,0,50.0,0,0,0,1,0,1,0,-1,0,0,0,2,25,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,3,28,3,28,28,5,12.0,28.0,4.0,1,0,0,0,0,0,25,0.48,0.52,0,2,0,0.153846154,0,0.0,0,1,0.0,0,85.71428571,14.28571429,0,0,0,0.0,0,0,0,1,0,0,359,5,0,1,1,0,41,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,8,0,8,8,0,8.0,8.0,0.0,0,0,0,0,0,0,149,0.067114094,0.932885906,0,1,0,0.0,0,0.0,0,1,55.55555556,0,0.0,100.0,0,0,0,66.66666667,0,0,0,1,1,0,265,1561,133791,0,0,1,21,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,4,4,4,4,3.666666667,3.5,4.0,0,0,0,0,1,0,2,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,267,2290,132459,0,1,4,22,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,7,3,3,3,14,14,6,6.5,8.5,4.5,0,0,0,0,0,0,8,0.875,0.125,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,50.0,0,0,0,0,1,0,20,385,0,0,1,0,30,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,7,7,9,9,7,9,8.0,7.0,9.0,0,1,0,0,0,0,25,0.52,0.48,0,0,0,0.0,0,0.083333333,0,0,50.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,182,7489,63,0,0,10,20,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,12,12,0,10.0,10.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.230769231,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,33,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,5,5,0,13,13,0,8.333333333,8.333333333,0.0,0,0,0,0,0,0,45,0.466666667,0.533333333,0,2,0,0.083333333,0,0.25,0,1,53.33333333,0,20.0,80.0,0,0,0,0.0,0,0,0,1,0,0,644,1546,4669,0,1,2,40,0,3,1,3,0
